date,reviewer,text,stars,company
2021-11-21T16:40:08.000Z,Anne C.,"Ich möchte mich herzlich bei Kristina Morlang für ihr Support bedanken durch den ganzen Kaufprozess. Kristina ist super professionell, super service level und hat mir alle Fragen das ich in diesem Verlauf beantwortet. Sie spricht auch Englisch fließend das auch hilfreich war für mich weil ich Däne bin und hat mir alles verständlich kommuniziert und wirklich super beratet. Kristina ist immer Hilfsbereit wenn etwas brennt und als bonus ist sie super Nett. Vielen lieben dank Kristina. Dieser Verlauf war wirklich positiv für mich :)",5,/hypofriend.de?languages=de
2021-11-09T18:54:18.000Z,Johannes Scheilke,"Sehr kompetente und freundliche Beratung! Wir hatte zunächst verschiedene Anbieter angefragt, aber dann schnell entschieden, dass wir bei Sven Gehle von Hypofriend in den besten Händen sind. Er hat uns über einen langen Zeitraum (mindestens 1 Jahr) bei einigen vergeblichen Versuchen umfassend beraten und uns letztendlich eine sehr gute Finanzierung gesichert. Während des gesamten Prozess fühlten wir uns bestens betreut und alle Fragen wurden schnell und auch für Laien einfach verständlich beantwortet. Das Hochladen uns Bereitstellen der erforderlichen Dokumente ging schnell und einfach. Als es darauf ankam, hat er uns blitzschnell eine Bestätigung geschickt, damit wir unsere Wunschimmobilie sichern konnten. Wir können ihn nur wärmstens empfehlen!",5,/hypofriend.de?languages=de
2021-11-04T15:52:16.000Z,RobertSteinmeyer,"einfach zu bedienen, einfach zu verstehen, bisher gefällt es mir",5,/hypofriend.de?languages=de
2021-11-03T17:41:40.000Z,Jonas Engler,"Unser Hypofriend-Berater hat uns von der Erstberatung, über die Immobiliensuche, bis hin zum Finanzierungsabschluss bestens begleitet. Wir haben uns jederzeit gut aufgehoben und ernst genommen gefühlt. Unser Berater hat schnell auf Anfragen reagiert, was insbesondere während der Suche sehr hilfreich war.Notarvertrag ist nun unterschrieben und wir sagen Danke! Absolute Empfehlung!",5,/hypofriend.de?languages=de
2021-10-15T05:11:22.000Z,M.B.,Super nett und kompetent. Es wurde alles genau erklärt und hat absolut fix zum Ziel geführt.,5,/hypofriend.de?languages=de
2021-10-05T21:15:24.000Z,Stefan Klingbeil,"Ich kann die Kristina nur weiterempfehlen :) Eine sehr nette und freundliche Beraterin, die für alle Konstellationen eine passende Lösung lieferte. Wir waren rundum zufrieden!",5,/hypofriend.de?languages=de
2021-10-04T19:26:14.000Z,David Wilhelm,Super Betreuung entlang des gesamten Finanzierungsprozesses! Sehr zu empfehlen.,5,/hypofriend.de?languages=de
2021-09-24T13:03:43.000Z,Yasmin Kutz,"Tolle Beratung! Man ist als junger Mensch bei so einer lebensprägenden Entscheidung doch schnell verloren in all dem bürokratischen Durcheinander. Bei Hypofriend wird man aber super abgeholt, z.B. wo man welche Unterlage beantragen oder bekommen kann. Das gibt ein Gefühl von Sicherheit, gerade auch, weil jede Frage mit viel Geduld beantwortet wird, egal wie oft man sie stellt oder wie ""doof"" die Frage für einen selbst wirkt. Wir sind sehr froh mit Janina Krüger unserer Haus finanzieren zu können - vielen vielen Dank für alles! :)",5,/hypofriend.de?languages=de
2021-09-21T22:36:36.000Z,El Azm,Erstaunlicher Service. Stephan ist kompetent und freundlich. Er war immer erreichbar und hat alle Fragen die wir hatten beantwortet. Ich kann Hypofriend nur empfehlen.,5,/hypofriend.de?languages=de
2021-08-26T18:01:11.000Z,Jonas Richter,"Sehr überzeugende Leistung! Professionelle Beratung, maximal transparent und mit hervorragend aufgearbeiteten Übersichten. Im Vergleich wurde ich ohne Nachfrage auf Alternativen hingewiesen und in jedem Schritt sehr gut unterstützt und informiert. Insgesamt eine klare Empfehlung.",5,/hypofriend.de?languages=de
2021-08-17T07:29:38.000Z,Duane M.,Sehr freundlich und hilfreich. Vielen Dank!,5,/hypofriend.de?languages=de
2021-07-24T07:24:49.000Z,Small,"Mein Mann und ich waren sehr zufrieden mit dem kompletten Service von Hypofriend! Unser Ansprechpartner Michael Senker hat uns von Anfang an bis zum Ende wirklich sehr gut bei einem Kauf unserer Immobilie unterstützt. Michael war sehr hilfsbereit, kompetent und immer erreichbar wenn man Ihn brauchte. Wir konnten bereits nach 2 Tagen Angebote durchgehen und besprechen und die perfekte Lösung für uns finden.Auch als der Verkäufer uns vor Herausforderungen stellte und wir umplanen musste half Michael uns sehr die Probleme gemeinsam, schnell und zielorientiert zu regeln. Wir würden daher immer wieder über Hypofriends vor allem mit Michael Senker zusammenarbeiten. 100%ige Weiterempfehlung",5,/hypofriend.de?languages=de
2021-07-24T06:48:01.000Z,Christian S.,Super Beratung durch freundliche und kompetente Mitarbeiter. Das Team ist gut erreichbar und meldet sich schnell zu Rückfragen.Insgesamt tolle Begleitung durch den ganzen Finanzierungsprozesss.,5,/hypofriend.de?languages=de
2021-07-07T15:34:17.000Z,Janek ,Wir hatten von Anfang an das Gefühl in guten Händen zu sein. Christopher hat uns jeden Schritt des Prozesses gut erklärt und sich für jede Rückfrage von uns viel Zeit genommen.,5,/hypofriend.de?languages=de
2021-06-29T16:36:15.000Z,customer,Very helpful and friendly! They always made time for us and responded very quickly.,5,/hypofriend.de?languages=de
2021-06-24T12:20:17.000Z,Emek,"Die Zusammenarbeit war sehr professionell und angenehm. Martin hat alle unsere Fragen sofort beantwortet und uns auf transparente Art und Weise gut beraten. Er war in der Lage, uns ein gutes Angebot zu machen. Wir koennen Martin sehr empfehlen.",5,/hypofriend.de?languages=de
2021-06-23T13:01:58.000Z,Meike,"Ich hatte 2x das Vergnügen mich beraten zu lassen. Der erste Immobilienkauf schlug aufgrund Rückzug des Verkäufers fehl, beim zweiten Mal hat es geklappt. Ich wurde beide Male sehr gut und transparent informiert, alles lief professionell und effizient ab, daneben hatte ich eine äußerst nette und kompetente Beraterin (Janina) und Danke hiermit herzlich für die Unterstützung.",5,/hypofriend.de?languages=de
2021-05-23T14:49:21.000Z,Stefan,"Wir haben uns bei der finanziellen Beratung und Einholung von Kreditangeboten äußerst gut aufgehoben gefühlt bei Nicole von Hypofriend.Sie hat sich sehr gekümmert und war super freundlich.Sowohl auf Englisch als auch auf Deutsch konnte sie uns als bilinguales Paar bestens unterstützen.Leider kam es am Ende nicht zum Vertragsabschluss, da die vereinbarten Kreditkonditionen nicht mehr gewährt werden konnten.Gerne wieder...",5,/hypofriend.de?languages=de
2021-05-18T13:31:14.000Z,Roland,"Janina von hypofriend.de hat uns super beraten und uns ein Darlehen für unseren Wohnungskauf vermittelt. Besonders positiv ist uns der aufmerksame Kontakt aufgefallen, es wurde auf jede Frage eingegangen und wir fühlten uns die gesamte Zeit sehr gut betreut. Vielen Dank!",5,/hypofriend.de?languages=de
2021-05-03T18:15:36.000Z,Monika S.,"Eigentlich schade, dass man Immobilien eher selten kauft - bei dem Service, würde man es gerne häufiger machen. Die Begleitung durch Hypofriend war hervorragend, stets antizipierend und die extra Meile wurde gegangen wo nötig. Die Mitarbeiter bei Hypofriend verstehen, dass ein Immobilienkauf etwas Besonderes für einen selbst ist - man ist mehr als nur ein Sachverhalt. Selbst in Urlaubssituationen zu heiklen Zeitpunkten klappte die interne Übergabe bei Hypofriend ohne Probleme. Ein herzliches Dankeschön an Frau Krüger und ihr Team, von Beginn bis Ende eine erstklassige Betreuung und Beratung!",5,/hypofriend.de?languages=de
2021-04-27T13:41:47.000Z,Philipp,"Wir haben uns bei Hypofriend für die Finanzierung eines Mehrfamilienhauses in Leipzig beraten lassen. Das ist keine Finanzierung von der Stange wie man sie bei der ING direkt abschließt, sondern deutlich komplexer.Wir sind sehr zufrieden mit dem Prozess und der persönlichen Betreuung. Hypofriend hat uns verschiedene Optionen vorgestellt und uns ausführlich beraten und bis zum Abschluss bestens betreut mit sehr schnellen Reaktionszeiten und Anpassungen.Kann ich nur jedem empfehlen.",5,/hypofriend.de?languages=de
2021-04-27T14:11:21.000Z,Benjamin,"Überzeugt hat mich schon die Webseite, die nicht nur sehr übersichtlich und einfach zu bedienen ist, sondern zusätzlich kurze und leicht zu verstehende Erklärungen anbietet die einem Helfen den gesamten Prozess besser zu verstehen.Es ging weiter mit einer freundlichen, sehr professionellen und kurzfristig verfügbaren Beratung. Prinzipiell wurde der gesamte Prozess sehr gut begleitet und mir fällt kein Punkt ein den ich kritisieren würde.",5,/hypofriend.de?languages=de
